x-axis,1
second,Volt
-100.0000E-09,+314.0703E-09
-99.6875E-09,-160.4899480E-06
-99.3750E-09,-321.2939664E-06
-99.0625E-09,-482.0979848E-06
-98.7500E-09,-431.8467290E-06
-98.4375E-09,-321.2939664E-06
-98.1250E-09,-522.2989894E-06
-97.8125E-09,-642.9020032E-06
-97.5000E-09,-803.7060215E-06
-97.1875E-09,-884.1080307E-06
-96.8750E-09,-964.5100399E-06
-96.5625E-09,-803.7060215E-06
-96.2500E-09,-693.1532589E-06
-95.9375E-09,-482.0979848E-06
-95.6250E-09,-391.6457244E-06
-95.3125E-09,-321.2939664E-06
-95.0000E-09,-160.4899480E-06
-94.6875E-09,-9.7361808E-06
-94.3750E-09,+161.1180887E-06
-94.0625E-09,+482.7261255E-06
-93.7500E-09,+532.9773812E-06
-93.4375E-09,+643.5301439E-06
-93.1250E-09,+834.4849157E-06
-92.8125E-09,+965.1381806E-06
-92.5000E-09,+1.2867462174E-03
-92.1875E-09,+1.2867462174E-03
-91.8750E-09,+1.2867462174E-03
-91.5625E-09,+1.1259421990E-03
-91.2500E-09,+1.1259421990E-03
-90.9375E-09,+1.1259421990E-03
-90.6250E-09,+1.0254396875E-03
-90.3125E-09,+965.1381806E-06
-90.0000E-09,+804.3341622E-06
-89.6875E-09,+723.9321531E-06
-89.3750E-09,+643.5301439E-06
-89.0625E-09,+482.7261255E-06
-88.7500E-09,+422.4246186E-06
-88.4375E-09,+321.9221071E-06
-88.1250E-09,+221.4195956E-06
-87.8125E-09,+161.1180887E-06
-87.5000E-09,+314.0703E-09
-87.1875E-09,+314.0703E-09
-86.8750E-09,+314.0703E-09
-86.5625E-09,+161.1180887E-06
-86.2500E-09,+211.3693445E-06
-85.9375E-09,+321.9221071E-06
-85.6250E-09,+321.9221071E-06
-85.3125E-09,+321.9221071E-06
-85.0000E-09,+643.5301439E-06
-84.6875E-09,+713.8819019E-06
-84.3750E-09,+804.3341622E-06
-84.0625E-09,+804.3341622E-06
-83.7500E-09,+854.5854180E-06
-83.4375E-09,+965.1381806E-06
-83.1250E-09,+965.1381806E-06
-82.8125E-09,+965.1381806E-06
-82.5000E-09,+965.1381806E-06
-82.1875E-09,+1.0354899387E-03
-81.8750E-09,+1.1259421990E-03
-81.5625E-09,+1.1259421990E-03
-81.2500E-09,+1.0656406921E-03
-80.9375E-09,+965.1381806E-06
-80.6250E-09,+1.0555904410E-03
-80.3125E-09,+1.1259421990E-03
-80.0000E-09,+1.1259421990E-03
-79.6875E-09,+965.1381806E-06
-79.3750E-09,+804.3341622E-06
-79.0625E-09,+643.5301439E-06
-78.7500E-09,+522.9271301E-06
-78.4375E-09,+321.9221071E-06
-78.1250E-09,+221.4195956E-06
-77.8125E-09,+161.1180887E-06
-77.5000E-09,-160.4899480E-06
-77.1875E-09,-240.8919572E-06
-76.8750E-09,-321.2939664E-06
-76.5625E-09,-160.4899480E-06
-76.2500E-09,-49.9371854E-06
-75.9375E-09,+161.1180887E-06
-75.6250E-09,-39.8869342E-06
-75.3125E-09,-160.4899480E-06
-75.0000E-09,-160.4899480E-06
-74.6875E-09,-160.4899480E-06
-74.3750E-09,-160.4899480E-06
-74.0625E-09,+314.0703E-09
-73.7500E-09,+314.0703E-09
-73.4375E-09,+314.0703E-09
-73.1250E-09,+90.7663307E-06
-72.8125E-09,+161.1180887E-06
-72.5000E-09,+161.1180887E-06
-72.1875E-09,+161.1180887E-06
-71.8750E-09,+161.1180887E-06
-71.5625E-09,+314.0703E-09
-71.2500E-09,-59.9874365E-06
-70.9375E-09,-160.4899480E-06
-70.6250E-09,-160.4899480E-06
-70.3125E-09,-160.4899480E-06
-70.0000E-09,-160.4899480E-06
-69.6875E-09,-321.2939664E-06
-69.3750E-09,-482.0979848E-06
-69.0625E-09,-482.0979848E-06
-68.7500E-09,-542.3994917E-06
-68.4375E-09,-642.9020032E-06
-68.1250E-09,-552.4497428E-06
-67.8125E-09,-482.0979848E-06
-67.5000E-09,-482.0979848E-06
-67.1875E-09,-642.9020032E-06
-66.8750E-09,-803.7060215E-06
-66.5625E-09,-803.7060215E-06
-66.2500E-09,-864.0075284E-06
-65.9375E-09,-964.5100399E-06
-65.6250E-09,-874.0577796E-06
-65.3125E-09,-803.7060215E-06
-65.0000E-09,-803.7060215E-06
-64.6875E-09,-733.3542635E-06
-64.3750E-09,-642.9020032E-06
-64.0625E-09,-642.9020032E-06
-63.7500E-09,-532.3492405E-06
-63.4375E-09,-321.2939664E-06
-63.1250E-09,-321.2939664E-06
-62.8125E-09,-321.2939664E-06
-62.5000E-09,-321.2939664E-06
-62.1875E-09,-170.5401992E-06
-61.8750E-09,+314.0703E-09
-61.5625E-09,-160.4899480E-06
-61.2500E-09,-110.2386923E-06
-60.9375E-09,+314.0703E-09
-60.6250E-09,+314.0703E-09
-60.3125E-09,+314.0703E-09
-60.0000E-09,+314.0703E-09
-59.6875E-09,-80.0879388E-06
-59.3750E-09,-160.4899480E-06
-59.0625E-09,-482.0979848E-06
-58.7500E-09,-602.7009986E-06
-58.4375E-09,-803.7060215E-06
-58.1250E-09,-904.2085330E-06
-57.8125E-09,-964.5100399E-06
-57.5000E-09,-964.5100399E-06
-57.1875E-09,-964.5100399E-06
-56.8750E-09,-964.5100399E-06
-56.5625E-09,-964.5100399E-06
-56.2500E-09,-914.2587842E-06
-55.9375E-09,-803.7060215E-06
-55.6250E-09,-713.2537612E-06
-55.3125E-09,-642.9020032E-06
-55.0000E-09,-321.2939664E-06
-54.6875E-09,-250.9422084E-06
-54.3750E-09,-160.4899480E-06
-54.0625E-09,+321.9221071E-06
-53.7500E-09,+372.1733628E-06
-53.4375E-09,+482.7261255E-06
-53.1250E-09,+673.6808973E-06
-52.8125E-09,+804.3341622E-06
-52.5000E-09,+804.3341622E-06
-52.1875E-09,+874.6859203E-06
-51.8750E-09,+965.1381806E-06
-51.5625E-09,+1.1259421990E-03
-51.2500E-09,+1.0656406921E-03
-50.9375E-09,+965.1381806E-06
-50.6250E-09,+965.1381806E-06
-50.3125E-09,+965.1381806E-06
-50.0000E-09,+804.3341622E-06
-49.6875E-09,+804.3341622E-06
-49.3750E-09,+804.3341622E-06
-49.0625E-09,+804.3341622E-06
-48.7500E-09,+744.0326553E-06
-48.4375E-09,+643.5301439E-06
-48.1250E-09,+442.5251209E-06
-47.8125E-09,+321.9221071E-06
-47.5000E-09,+314.0703E-09
-47.1875E-09,-160.4899480E-06
