x-axis,1,2
second,Volt,Volt
+1.1500000E-03,,
+1.1502500E-03,+2.4522612803E+00,+2.4120602757E+00
+1.1505000E-03,+2.4120602757E+00,+2.4120602757E+00
+1.1507500E-03,+2.4120602757E+00,+2.4522612803E+00
+1.1510000E-03,+2.4120602757E+00,+2.4522612803E+00
+1.1512500E-03,+2.4522612803E+00,+2.4120602757E+00
+1.1515000E-03,+2.4120602757E+00,+2.4120602757E+00
+1.1517500E-03,+2.4522612803E+00,+2.4120602757E+00
+1.1520000E-03,+2.4522612803E+00,+2.4120602757E+00
+1.1522500E-03,+2.4924622849E+00,+2.4120602757E+00
+1.1525000E-03,+2.4522612803E+00,+2.4120602757E+00
+1.1527500E-03,+2.4522612803E+00,+2.4522612803E+00
+1.1530000E-03,+2.4522612803E+00,+2.4120602757E+00
+1.1532500E-03,+2.4522612803E+00,+2.3718592711E+00
+1.1535000E-03,+2.4522612803E+00,+2.4120602757E+00
+1.1537500E-03,+2.4522612803E+00,+2.4522612803E+00
+1.1540000E-03,+2.4522612803E+00,+2.4522612803E+00
+1.1542500E-03,+2.4522612803E+00,+2.4522612803E+00
+1.1545000E-03,+2.4924622849E+00,+2.4522612803E+00
+1.1547500E-03,+2.4924622849E+00,+2.4522612803E+00
+1.1550000E-03,+2.4924622849E+00,+2.4522612803E+00
+1.1552500E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1555000E-03,+2.4924622849E+00,+2.4522612803E+00
+1.1557500E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1560000E-03,+2.4924622849E+00,+2.4522612803E+00
+1.1562500E-03,+2.4924622849E+00,+2.4522612803E+00
+1.1565000E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1567500E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1570000E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1572500E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1575000E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1577500E-03,+2.5326632895E+00,+2.4522612803E+00
+1.1580000E-03,+2.4924622849E+00,+2.4924622849E+00
+1.1582500E-03,+2.5326632895E+00,+2.4522612803E+00
+1.1585000E-03,+2.5326632895E+00,+2.4924622849E+00
+1.1587500E-03,+2.5326632895E+00,+2.4924622849E+00
+1.1590000E-03,+2.5728642940E+00,+2.5326632894E+00
+1.1592500E-03,+2.5326632895E+00,+2.4924622849E+00
+1.1595000E-03,+2.5326632895E+00,+2.4924622849E+00
+1.1597500E-03,+2.5728642940E+00,+2.4924622849E+00
