x-axis,1,2
second,Volt,Volt
+0.0E+00,-5.081406981E+00,-4.663316533E+00
+1.563E-06,-5.081406981E+00,-4.743718542E+00
+3.125E-06,-5.081406981E+00,-4.743718542E+00
+4.688E-06,-5.081406981E+00,-4.743718542E+00
+6.250E-06,-5.145728588E+00,-4.743718542E+00
+7.813E-06,-5.145728588E+00,-4.663316533E+00
+9.375E-06,-5.081406981E+00,-4.663316533E+00
+10.938E-06,-5.081406981E+00,-4.663316533E+00
+12.500E-06,-5.145728588E+00,-4.743718542E+00
+14.063E-06,-5.081406981E+00,-4.663316533E+00
+15.625E-06,-5.145728588E+00,-4.663316533E+00
+17.188E-06,-5.081406981E+00,-4.743718542E+00
+18.750E-06,-5.081406981E+00,-4.743718542E+00
+20.313E-06,-5.145728588E+00,-4.743718542E+00
+21.875E-06,-5.017085373E+00,-4.663316533E+00
+23.438E-06,-5.081406981E+00,-4.663316533E+00
+25.000E-06,-5.081406981E+00,-4.663316533E+00
+26.563E-06,-5.081406981E+00,-4.743718542E+00
+28.125E-06,-5.081406981E+00,-4.663316533E+00
+29.688E-06,-5.081406981E+00,-4.663316533E+00
+31.250E-06,-5.081406981E+00,-4.663316533E+00
+32.813E-06,-5.081406981E+00,-4.663316533E+00
+34.375E-06,-5.145728588E+00,-4.582914524E+00
+35.938E-06,-5.081406981E+00,-4.582914524E+00
+37.500E-06,-5.145728588E+00,-4.582914524E+00
+39.063E-06,-5.017085373E+00,-4.582914524E+00
+40.625E-06,-5.081406981E+00,-4.422110505E+00
+42.188E-06,-5.145728588E+00,-4.422110505E+00
+43.750E-06,-5.145728588E+00,-4.582914524E+00
+45.313E-06,-5.081406981E+00,-4.502512515E+00
+46.875E-06,-5.081406981E+00,-4.502512515E+00
+48.438E-06,-5.017085373E+00,-4.422110505E+00
+50.000E-06,-5.081406981E+00,-4.502512515E+00
+51.563E-06,-5.081406981E+00,-4.422110505E+00
+53.125E-06,-5.081406981E+00,-4.341708496E+00
+54.688E-06,-5.081406981E+00,-4.341708496E+00
+56.250E-06,-5.145728588E+00,-4.261306487E+00
+57.813E-06,-5.081406981E+00,-4.261306487E+00
+59.375E-06,-5.081406981E+00,-4.261306487E+00
+60.938E-06,-5.081406981E+00,-4.180904478E+00
+62.500E-06,-5.017085373E+00,-4.180904478E+00
+64.063E-06,-5.145728588E+00,-4.180904478E+00
+65.625E-06,-5.017085373E+00,-4.180904478E+00
+67.188E-06,-5.017085373E+00,-4.180904478E+00
+68.750E-06,-5.081406981E+00,-4.100502469E+00
