x-axis,1,2
second,Volt,Volt
+0.0E+00,+295.540198E-03,+1.472283276E+00
+1.563E-06,+292.324117E-03,+1.472534532E+00
+3.125E-06,+289.108037E-03,+1.472785788E+00
+4.688E-06,+285.891957E-03,+1.473037045E+00
+6.250E-06,+282.675876E-03,+1.473288301E+00
+7.813E-06,+279.459796E-03,+1.473539557E+00
+9.375E-06,+276.243716E-03,+1.473790813E+00
+10.938E-06,+273.027635E-03,+1.474042070E+00
+12.500E-06,+269.811555E-03,+1.474293326E+00
+14.063E-06,+266.595475E-03,+1.474544582E+00
+15.625E-06,+263.379394E-03,+1.474795838E+00
+17.188E-06,+262.374369E-03,+1.473288301E+00
+18.750E-06,+261.369344E-03,+1.471780763E+00
+20.313E-06,+260.364319E-03,+1.470273225E+00
+21.875E-06,+259.359294E-03,+1.468765688E+00
+23.438E-06,+258.354269E-03,+1.467258150E+00
+25.000E-06,+257.349243E-03,+1.465750612E+00
+26.563E-06,+256.344218E-03,+1.464243075E+00
+28.125E-06,+255.339193E-03,+1.462735537E+00
+29.688E-06,+254.334168E-03,+1.461227999E+00
+31.250E-06,+253.329143E-03,+1.459720462E+00
+32.813E-06,+251.118088E-03,+1.459720462E+00
+34.375E-06,+248.907033E-03,+1.459720462E+00
+35.938E-06,+246.695977E-03,+1.459720462E+00
+37.500E-06,+244.484922E-03,+1.459720462E+00
+39.063E-06,+242.273867E-03,+1.459720462E+00
+40.625E-06,+240.062811E-03,+1.459720462E+00
+42.188E-06,+237.851756E-03,+1.459720462E+00
+43.750E-06,+235.640701E-03,+1.459720462E+00
+45.313E-06,+233.429646E-03,+1.459720462E+00
+46.875E-06,+231.218590E-03,+1.459720462E+00
+48.438E-06,+231.218590E-03,+1.455700361E+00
+50.000E-06,+231.218590E-03,+1.451680261E+00
+51.563E-06,+231.218590E-03,+1.447660160E+00
+53.125E-06,+231.218590E-03,+1.443640060E+00
+54.688E-06,+231.218590E-03,+1.439619959E+00
+56.250E-06,+231.218590E-03,+1.435599859E+00
+57.813E-06,+231.218590E-03,+1.431579759E+00
+59.375E-06,+231.218590E-03,+1.427559658E+00
+60.938E-06,+231.218590E-03,+1.423539558E+00
+62.500E-06,+231.218590E-03,+1.419519457E+00
+64.063E-06,+228.605525E-03,+1.420524482E+00
+65.625E-06,+225.992460E-03,+1.421529507E+00
+67.188E-06,+223.379395E-03,+1.422534533E+00
+68.750E-06,+220.766329E-03,+1.423539558E+00
+70.313E-06,+218.153264E-03,+1.424544583E+00
+71.875E-06,+215.540199E-03,+1.425549608E+00
