x-axis,1,2
second,Volt,Volt
+0.0E+00,+2.158856761E+00,+2.560222963E+00
+1.563E-06,+2.157650731E+00,+2.560474219E+00
+3.125E-06,+2.156444701E+00,+2.560725475E+00
+4.688E-06,+2.155238670E+00,+2.560976731E+00
+6.250E-06,+2.154032640E+00,+2.561227988E+00
+7.813E-06,+2.152826610E+00,+2.561479244E+00
+9.375E-06,+2.151620580E+00,+2.561730500E+00
+10.938E-06,+2.150414550E+00,+2.561981756E+00
+12.500E-06,+2.149208520E+00,+2.562233013E+00
+14.063E-06,+2.148002490E+00,+2.562484269E+00
+15.625E-06,+2.146796459E+00,+2.562735525E+00
+17.188E-06,+2.148002490E+00,+2.559720450E+00
+18.750E-06,+2.149208520E+00,+2.556705375E+00
+20.313E-06,+2.150414550E+00,+2.553690299E+00
+21.875E-06,+2.151620580E+00,+2.550675224E+00
+23.438E-06,+2.152826610E+00,+2.547660149E+00
+25.000E-06,+2.154032640E+00,+2.544645073E+00
+26.563E-06,+2.155238670E+00,+2.541629998E+00
+28.125E-06,+2.156444701E+00,+2.538614923E+00
+29.688E-06,+2.157650731E+00,+2.535599847E+00
+31.250E-06,+2.158856761E+00,+2.532584772E+00
+32.813E-06,+2.156645706E+00,+2.533841053E+00
+34.375E-06,+2.154434650E+00,+2.535097335E+00
+35.938E-06,+2.152223595E+00,+2.536353616E+00
+37.500E-06,+2.150012540E+00,+2.537609897E+00
+39.063E-06,+2.147801485E+00,+2.538866179E+00
+40.625E-06,+2.145590429E+00,+2.540122460E+00
+42.188E-06,+2.143379374E+00,+2.541378742E+00
+43.750E-06,+2.141168319E+00,+2.542635023E+00
+45.313E-06,+2.138957264E+00,+2.543891304E+00
+46.875E-06,+2.136746208E+00,+2.545147586E+00
+48.438E-06,+2.133128118E+00,+2.547408892E+00
+50.000E-06,+2.129510027E+00,+2.549670199E+00
+51.563E-06,+2.125891937E+00,+2.551931505E+00
+53.125E-06,+2.122273847E+00,+2.554192812E+00
+54.688E-06,+2.118655756E+00,+2.556454118E+00
+56.250E-06,+2.115037666E+00,+2.558715425E+00
+57.813E-06,+2.111419575E+00,+2.560976731E+00
+59.375E-06,+2.107801485E+00,+2.563238038E+00
+60.938E-06,+2.104183395E+00,+2.565499344E+00
+62.500E-06,+2.100565304E+00,+2.567760651E+00
+64.063E-06,+2.103379374E+00,+2.563740550E+00
+65.625E-06,+2.106193445E+00,+2.559720450E+00
+67.188E-06,+2.109007515E+00,+2.555700350E+00
+68.750E-06,+2.111821585E+00,+2.551680249E+00
