x-axis,1,2
second,Volt,Volt
+0.0E+00,-24.057789E-03,-30.229271E-03
+1.563E-06,-24.258794E-03,-29.726758E-03
+3.125E-06,-24.459799E-03,-29.224246E-03
+4.688E-06,-24.660804E-03,-28.721733E-03
+6.250E-06,-24.861809E-03,-28.219221E-03
+7.813E-06,-25.062814E-03,-27.716708E-03
+9.375E-06,-25.263819E-03,-27.214196E-03
+10.938E-06,-25.464824E-03,-26.711683E-03
+12.500E-06,-25.665829E-03,-26.209171E-03
+14.063E-06,-25.866834E-03,-25.706658E-03
+15.625E-06,-26.067839E-03,-25.204145E-03
+17.188E-06,-25.866834E-03,-21.184045E-03
+18.750E-06,-25.665829E-03,-17.163945E-03
+20.313E-06,-25.464824E-03,-13.143844E-03
+21.875E-06,-25.263819E-03,-9.123744E-03
+23.438E-06,-25.062814E-03,-5.103643E-03
+25.000E-06,-24.861809E-03,-1.083543E-03
+26.563E-06,-24.660804E-03,+2.936558E-03
+28.125E-06,-24.459799E-03,+6.956658E-03
+29.688E-06,-24.258794E-03,+10.976759E-03
+31.250E-06,-24.057789E-03,+14.996859E-03
+32.813E-06,-24.258794E-03,+10.725502E-03
+34.375E-06,-24.459799E-03,+6.454146E-03
+35.938E-06,-24.660804E-03,+2.182789E-03
+37.500E-06,-24.861809E-03,-2.088568E-03
+39.063E-06,-25.062814E-03,-6.359925E-03
+40.625E-06,-25.263819E-03,-10.631281E-03
+42.188E-06,-25.464824E-03,-14.902638E-03
+43.750E-06,-25.665829E-03,-19.173995E-03
+45.313E-06,-25.866834E-03,-23.445352E-03
+46.875E-06,-26.067839E-03,-27.716708E-03
+48.438E-06,-25.866834E-03,-28.219221E-03
+50.000E-06,-25.665829E-03,-28.721733E-03
+51.563E-06,-25.464824E-03,-29.224246E-03
+53.125E-06,-25.263819E-03,-29.726758E-03
+54.688E-06,-25.062814E-03,-30.229271E-03
+56.250E-06,-24.861809E-03,-30.731784E-03
+57.813E-06,-24.660804E-03,-31.234296E-03
+59.375E-06,-24.459799E-03,-31.736809E-03
+60.938E-06,-24.258794E-03,-32.239321E-03
+62.500E-06,-24.057789E-03,-32.741834E-03
+64.063E-06,-24.057789E-03,-27.716708E-03
+65.625E-06,-24.057789E-03,-22.691583E-03
+67.188E-06,-24.057789E-03,-17.666457E-03
+68.750E-06,-24.057789E-03,-12.641332E-03
+70.313E-06,-24.057789E-03,-7.616206E-03
+71.875E-06,-24.057789E-03,-2.591080E-03
+73.438E-06,-24.057789E-03,+2.434045E-03
+75.000E-06,-24.057789E-03,+7.459171E-03
